Date,Time,Country,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,Odd_BTTS_No,Country_League,ROUND,Liga
19.08.2023,16:00,BELGIUM,BELGIAN CUP - QUALIFICATION - QUARTER-FINALS,Bocholter,Virton,"2,55","3,4","2,3","1,7","2,1","1,57","2,25",BELGIUM - BELGIAN CUP - QUALIFICATION,QUALIFICATION,BELGIUM - BELGIAN CUP
19.08.2023,17:00,BELGIUM,BELGIAN CUP - QUALIFICATION - QUARTER-FINALS,Dikkelvenne,KRC Harelbeke,"2,55","3,4","2,3","1,7","2,1","1,57","2,25",BELGIUM - BELGIAN CUP - QUALIFICATION,QUALIFICATION,BELGIUM - BELGIAN CUP
19.08.2023,17:00,BELGIUM,BELGIAN CUP - QUALIFICATION - QUARTER-FINALS,Elene-Grotenberge,Petegem,"2,55","3,4","2,3","1,7","2,1","1,57","2,25",BELGIUM - BELGIAN CUP - QUALIFICATION,QUALIFICATION,BELGIUM - BELGIAN CUP
19.08.2023,17:30,BELGIUM,BELGIAN CUP - QUALIFICATION - QUARTER-FINALS,Dessel,Wetteren,"2,55","3,4","2,3","1,7","2,1","1,57","2,25",BELGIUM - BELGIAN CUP - QUALIFICATION,QUALIFICATION,BELGIUM - BELGIAN CUP
19.08.2023,17:30,BELGIUM,BELGIAN CUP - QUALIFICATION - QUARTER-FINALS,Lenaarts,KRC Gent,"2,55","3,4","2,3","1,7","2,1","1,57","2,25",BELGIUM - BELGIAN CUP - QUALIFICATION,QUALIFICATION,BELGIUM - BELGIAN CUP
19.08.2023,18:00,BELGIUM,BELGIAN CUP - QUALIFICATION - QUARTER-FINALS,Habay La Neuve,Destelbergen,"2,55","3,4","2,3","1,7","2,1","1,57","2,25",BELGIUM - BELGIAN CUP - QUALIFICATION,QUALIFICATION,BELGIUM - BELGIAN CUP
19.08.2023,18:00,BELGIUM,BELGIAN CUP - QUALIFICATION - QUARTER-FINALS,Hoogstraten,Ostiches,"2,55","3,4","2,3","1,7","2,1","1,57","2,25",BELGIUM - BELGIAN CUP - QUALIFICATION,QUALIFICATION,BELGIUM - BELGIAN CUP
19.08.2023,18:00,BELGIUM,BELGIAN CUP - QUALIFICATION - QUARTER-FINALS,Namur,Roeselare Daisel,"2,55","3,4","2,3","1,7","2,1","1,57","2,25",BELGIUM - BELGIAN CUP - QUALIFICATION,QUALIFICATION,BELGIUM - BELGIAN CUP
19.08.2023,00:00,BOLIVIA,DIVISION PROFESIONAL - ROUND 24,Bolivar,Libertad Gran Mamore,"1,07",10,26,"1,25",4,2,"1,73",BOLIVIA - DIVISION PROFESIONAL,DIVISION PROFESIONAL,BOLIVIA
19.08.2023,19:00,BOLIVIA,DIVISION PROFESIONAL - ROUND 24,Santa Cruz,Oriente Petrolero,"2,88","3,25","2,2","1,9","1,9","1,73",2,BOLIVIA - DIVISION PROFESIONAL,DIVISION PROFESIONAL,BOLIVIA
19.08.2023,15:00,BOSNIA AND HERZEGOVINA,PREMIJER LIGA BIH - ROUND 4,Zvijezda 09,Sloga Doboj,"2,88","3,25","2,2","1,9","1,9","1,73",2,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,PREMIJER LIGA BIH,BOSNIA AND HERZEGOVINA
19.08.2023,18:45,BOSNIA AND HERZEGOVINA,PREMIJER LIGA BIH - ROUND 4,Posusje,Zeljeznicar,"2,88","3,25","2,2","1,9","1,9","1,73",2,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,PREMIJER LIGA BIH,BOSNIA AND HERZEGOVINA
19.08.2023,19:00,BRAZIL,SERIE A - ROUND 20,Internacional,Fortaleza,"2,1","3,3","3,5","2,3","1,62",2,"1,75",BRAZIL - SERIE A,SERIE A,BRAZIL
19.08.2023,19:00,BRAZIL,SERIE A - ROUND 20,Sao Paulo,Botafogo RJ,"2,05","3,5","3,6","2,2","1,67",2,"1,75",BRAZIL - SERIE A,SERIE A,BRAZIL
19.08.2023,21:30,BRAZIL,SERIE A - ROUND 20,Cuiaba,Palmeiras,"3,1","3,3","2,3","2,5","1,53","2,1","1,67",BRAZIL - SERIE A,SERIE A,BRAZIL
19.08.2023,21:30,BRAZIL,SERIE A - ROUND 20,Fluminense,America MG,"1,5",4,7,"1,93","1,93",2,"1,75",BRAZIL - SERIE A,SERIE A,BRAZIL
19.08.2023,00:30,BRAZIL,SERIE B - ROUND 24,Guarani,Sport Recife,"1,5",4,7,"1,93","1,93",2,"1,75",BRAZIL - SERIE B,SERIE B,BRAZIL
19.08.2023,18:30,BRAZIL,SERIE B - ROUND 24,Avai,Tombense,"1,5",4,7,"1,93","1,93",2,"1,75",BRAZIL - SERIE B,SERIE B,BRAZIL
19.08.2023,20:00,BRAZIL,SERIE B - ROUND 24,ABC,CRB,"1,5",4,7,"1,93","1,93",2,"1,75",BRAZIL - SERIE B,SERIE B,BRAZIL
19.08.2023,20:00,BRAZIL,SERIE B - ROUND 24,Ituano,Criciuma,"1,5",4,7,"1,93","1,93",2,"1,75",BRAZIL - SERIE B,SERIE B,BRAZIL
19.08.2023,21:00,BRAZIL,SERIE B - ROUND 24,Juventude,Sampaio Correa,"1,5",4,7,"1,93","1,93",2,"1,75",BRAZIL - SERIE B,SERIE B,BRAZIL
19.08.2023,18:00,BRAZIL,COPA PAULISTA - ROUND 8,Primavera EC,Juventus-SP,"1,5",4,7,"1,93","1,93",2,"1,75",BRAZIL - COPA PAULISTA,COPA PAULISTA,BRAZIL
19.08.2023,18:00,BRAZIL,COPA PAULISTA - ROUND 8,Sao Caetano,Sao Jose EC,"1,5",4,7,"1,93","1,93",2,"1,75",BRAZIL - COPA PAULISTA,COPA PAULISTA,BRAZIL
19.08.2023,19:00,BRAZIL,COPA PAULISTA - ROUND 8,Gremio Prudente,Marilia,"1,5",4,7,"1,93","1,93",2,"1,75",BRAZIL - COPA PAULISTA,COPA PAULISTA,BRAZIL
19.08.2023,20:00,BRAZIL,COPA PAULISTA - ROUND 8,Portuguesa,EC Sao Bernardo,"1,5",4,7,"1,93","1,93",2,"1,75",BRAZIL - COPA PAULISTA,COPA PAULISTA,BRAZIL
19.08.2023,16:00,BULGARIA,PARVA LIGA - ROUND 6,Beroe,Slavia Sofia,"3,2","3,4","2,25","2,35","1,57","2,1","1,67",BULGARIA - PARVA LIGA,PARVA LIGA,BULGARIA
19.08.2023,18:15,BULGARIA,PARVA LIGA - ROUND 6,Botev Vratsa,CSKA Sofia,11,"5,5","1,29","1,8",2,"2,38","1,53",BULGARIA - PARVA LIGA,PARVA LIGA,BULGARIA
19.08.2023,11:00,BURUNDI,PRIMUS LEAGUE - ROUND 1,Amasipiri,Le Messager Ngozi,11,"5,5","1,29","1,8",2,"2,38","1,53",BURUNDI - PRIMUS LEAGUE,PRIMUS LEAGUE,BURUNDI
19.08.2023,13:00,BURUNDI,PRIMUS LEAGUE - ROUND 1,Flambeau du Centre,Rukinzo,11,"5,5","1,29","1,8",2,"2,38","1,53",BURUNDI - PRIMUS LEAGUE,PRIMUS LEAGUE,BURUNDI
19.08.2023,13:30,BURUNDI,PRIMUS LEAGUE - ROUND 1,Vital'O,Telaviv,11,"5,5","1,29","1,8",2,"2,38","1,53",BURUNDI - PRIMUS LEAGUE,PRIMUS LEAGUE,BURUNDI
19.08.2023,08:45,CAMBODIA,CPL,Angkor Tiger,Kirivong Sok Sen Chey,11,"5,5","1,29","1,8",2,"2,38","1,53",CAMBODIA,,CAMBODIA
19.08.2023,00:00,CANADA,CANADIAN PREMIER LEAGUE,Valour,Atl. Ottawa,11,"5,5","1,29","1,8",2,"2,38","1,53",CANADA,,CANADA
19.08.2023,20:00,CANADA,CANADIAN PREMIER LEAGUE,Vancouver FC,Pacific FC,11,"5,5","1,29","1,8",2,"2,38","1,53",CANADA,,CANADA
19.08.2023,23:00,CANADA,CANADIAN PREMIER LEAGUE,Forge,HFX Wanderers,11,"5,5","1,29","1,8",2,"2,38","1,53",CANADA,,CANADA
19.08.2023,19:00,CHILE,CHILEAN CUP - QUARTER-FINALS,Magallanes,O'Higgins,11,"5,5","1,29","1,8",2,"2,38","1,53",CHILE - CHILEAN CUP,CHILEAN CUP,CHILE
19.08.2023,11:35,CHINA,SUPER LEAGUE - ROUND 23,Beijing Guoan,Shanghai Shenhua,"2,3","3,3","3,2","2,15","1,67","1,91","1,91",CHINA - SUPER LEAGUE,SUPER LEAGUE,CHINA
19.08.2023,11:35,CHINA,SUPER LEAGUE - ROUND 23,Chengdu Rongcheng,Wuhan Three Towns,"2,3","3,5",3,"1,73","2,08","1,62","2,2",CHINA - SUPER LEAGUE,SUPER LEAGUE,CHINA
19.08.2023,11:35,CHINA,SUPER LEAGUE - ROUND 23,Dalian Pro,Henan Songshan Longmen,"2,63","3,2","2,8","2,1","1,7","1,91","1,91",CHINA - SUPER LEAGUE,SUPER LEAGUE,CHINA
19.08.2023,11:35,CHINA,SUPER LEAGUE - ROUND 23,Shenzhen,Nantong Zhiyun,"4,5","3,6","1,8","1,88","1,98","1,8","1,95",CHINA - SUPER LEAGUE,SUPER LEAGUE,CHINA
19.08.2023,21:00,COLOMBIA,PRIMERA A - CLAUSURA - ROUND 6,Pereira,Jaguares de Cordoba,"4,5","3,6","1,8","1,88","1,98","1,8","1,95",COLOMBIA - PRIMERA A - CLAUSURA,CLAUSURA,COLOMBIA - PRIMERA A
19.08.2023,23:10,COLOMBIA,PRIMERA A - CLAUSURA - ROUND 6,U. Magdalena,Santa Fe,"4,5","3,6","1,8","1,88","1,98","1,8","1,95",COLOMBIA - PRIMERA A - CLAUSURA,CLAUSURA,COLOMBIA - PRIMERA A
19.08.2023,02:00,COSTA RICA,PRIMERA DIVISION - APERTURA - ROUND 5,Alajuelense,San Carlos,"1,55","3,75",5,"1,85","1,95","1,83","1,83",COSTA RICA - PRIMERA DIVISION - APERTURA,APERTURA,COSTA RICA - PRIMERA DIVISION
19.08.2023,23:00,COSTA RICA,PRIMERA DIVISION - APERTURA - ROUND 5,Zeledon,AD Santos,"2,2","3,3",3,2,"1,8","1,8","1,91",COSTA RICA - PRIMERA DIVISION - APERTURA,APERTURA,COSTA RICA - PRIMERA DIVISION
19.08.2023,16:30,CROATIA,HNL - ROUND 5,Slaven Belupo,Istra 1961,"2,45","3,2","2,75","2,03","1,83","1,73",2,CROATIA - HNL,HNL,CROATIA
19.08.2023,15:30,CROATIA,CROATIAN CUP - 1/32-FINALS,Rudar Labin,Zagora,"2,45","3,2","2,75","2,03","1,83","1,73",2,CROATIA - CROATIAN CUP,CROATIAN CUP,CROATIA
19.08.2023,17:00,CYPRUS,CYTA CHAMPIONSHIP - ROUND 1,Anorthosis,Achnas,"2,45","3,2","2,75","2,03","1,83","1,73",2,CYPRUS - CYTA CHAMPIONSHIP,CYTA CHAMPIONSHIP,CYPRUS
19.08.2023,17:00,CYPRUS,CYTA CHAMPIONSHIP - ROUND 1,Apollon,Othellos Athienou,"2,45","3,2","2,75","2,03","1,83","1,73",2,CYPRUS - CYTA CHAMPIONSHIP,CYTA CHAMPIONSHIP,CYPRUS
19.08.2023,13:00,CZECH REPUBLIC,FORTUNA:LIGA - ROUND 5,Karvina,Jablonec,"2,15","3,4",3,"2,05","1,75","1,91","1,91",CZECH REPUBLIC - FORTUNA:LIGA,FORTUNA:LIGA,CZECH REPUBLIC
19.08.2023,13:00,CZECH REPUBLIC,FORTUNA:LIGA - ROUND 5,Liberec,FK Pardubice,"1,75","3,6",4,"1,75","2,05","1,7","2,05",CZECH REPUBLIC - FORTUNA:LIGA,FORTUNA:LIGA,CZECH REPUBLIC
19.08.2023,13:00,CZECH REPUBLIC,FORTUNA:LIGA - ROUND 5,Slovacko,Mlada Boleslav,2,"3,4","3,4","1,93","1,93","1,75",2,CZECH REPUBLIC - FORTUNA:LIGA,FORTUNA:LIGA,CZECH REPUBLIC
19.08.2023,16:00,CZECH REPUBLIC,FORTUNA:LIGA - ROUND 5,Teplice,Sparta Prague,"6,5",4,"1,45","1,62","2,25","1,8","1,95",CZECH REPUBLIC - FORTUNA:LIGA,FORTUNA:LIGA,CZECH REPUBLIC
19.08.2023,08:15,CZECH REPUBLIC,DIVISION 2 - ROUND 6,Chrudim,Prostejov,2,"3,3","3,2","1,93","1,88","1,73",2,CZECH REPUBLIC - DIVISION 2,DIVISION 2,CZECH REPUBLIC
19.08.2023,08:15,CZECH REPUBLIC,DIVISION 2 - ROUND 6,Sigma Olomouc B,Zizkov,"2,4","3,25","2,55","1,8",2,"1,62","2,2",CZECH REPUBLIC - DIVISION 2,DIVISION 2,CZECH REPUBLIC
19.08.2023,15:00,CZECH REPUBLIC,DIVISION 2 - ROUND 6,Dukla Prague,Jihlava,"1,65","3,8","4,2","1,62","2,25","1,67","2,1",CZECH REPUBLIC - DIVISION 2,DIVISION 2,CZECH REPUBLIC
19.08.2023,15:00,CZECH REPUBLIC,DIVISION 2 - ROUND 6,Kromeriz,Opava,"2,38","3,2","2,63","1,88","1,93","1,73",2,CZECH REPUBLIC - DIVISION 2,DIVISION 2,CZECH REPUBLIC
19.08.2023,15:00,CZECH REPUBLIC,DIVISION 2 - ROUND 6,Lisen,Varnsdorf,"1,91","3,3","3,5","1,88","1,93","1,73",2,CZECH REPUBLIC - DIVISION 2,DIVISION 2,CZECH REPUBLIC
19.08.2023,15:00,CZECH REPUBLIC,DIVISION 2 - ROUND 6,Taborsko,Vyskov,"2,3","3,1","2,88","2,05","1,75","1,8","1,91",CZECH REPUBLIC - DIVISION 2,DIVISION 2,CZECH REPUBLIC
19.08.2023,15:00,CZECH REPUBLIC,DIVISION 2 - ROUND 6,Vlasim,Pribram,"2,1","3,5","2,9","1,73","2,08","1,62","2,2",CZECH REPUBLIC - DIVISION 2,DIVISION 2,CZECH REPUBLIC
19.08.2023,11:00,DENMARK,1ST DIVISION - ROUND 5,Hillerod,Vendsyssel,"3,3","3,6","2,1","1,7","2,1","1,57","2,25",DENMARK - 1ST DIVISION,1ST DIVISION,DENMARK
19.08.2023,22:00,DOMINICAN REPUBLIC,LDF - WINNERS STAGE - ROUND 7,Cibao,Moca,"3,3","3,6","2,1","1,7","2,1","1,57","2,25",DOMINICAN REPUBLIC - LDF - WINNERS STAGE,WINNERS STAGE,DOMINICAN REPUBLIC - LDF
19.08.2023,01:00,ECUADOR,LIGA PRO - SECOND STAGE - ROUND 18,Barcelona SC,Ind. del Valle,"2,38","3,4",3,"1,9","1,9","1,67","2,1",ECUADOR - LIGA PRO - SECOND STAGE,SECOND STAGE,ECUADOR - LIGA PRO
19.08.2023,01:00,EL SALVADOR,PRIMERA DIVISION - APERTURA - ROUND 2,Alianza FC,FAS,"2,38","3,4",3,"1,9","1,9","1,67","2,1",EL SALVADOR - PRIMERA DIVISION - APERTURA,APERTURA,EL SALVADOR - PRIMERA DIVISION
19.08.2023,21:30,EL SALVADOR,PRIMERA DIVISION - APERTURA - ROUND 2,Jocoro,Luis Angel Firpo,"2,38","3,4",3,"1,9","1,9","1,67","2,1",EL SALVADOR - PRIMERA DIVISION - APERTURA,APERTURA,EL SALVADOR - PRIMERA DIVISION
19.08.2023,11:30,ENGLAND,CHAMPIONSHIP - ROUND 3,Plymouth,Southampton,"3,8","3,75","1,91","1,73","2,1","1,62","2,2",ENGLAND - CHAMPIONSHIP,CHAMPIONSHIP,ENGLAND
19.08.2023,14:00,ENGLAND,CHAMPIONSHIP - ROUND 3,Blackburn,Hull,"1,95","3,5",4,"1,85",2,"1,73",2,ENGLAND - CHAMPIONSHIP,CHAMPIONSHIP,ENGLAND
19.08.2023,14:00,ENGLAND,CHAMPIONSHIP - ROUND 3,Bristol City,Birmingham,"2,2","3,3","3,4","2,3","1,62","1,91","1,8",ENGLAND - CHAMPIONSHIP,CHAMPIONSHIP,ENGLAND
19.08.2023,14:00,ENGLAND,CHAMPIONSHIP - ROUND 3,Leicester,Cardiff,"1,5","4,33",6,"1,83","2,03","1,91","1,8",ENGLAND - CHAMPIONSHIP,CHAMPIONSHIP,ENGLAND
19.08.2023,14:00,ENGLAND,CHAMPIONSHIP - ROUND 3,Middlesbrough,Huddersfield,"1,7","3,8",5,"1,8",2,"1,73",2,ENGLAND - CHAMPIONSHIP,CHAMPIONSHIP,ENGLAND
19.08.2023,14:00,ENGLAND,CHAMPIONSHIP - ROUND 3,QPR,Ipswich,4,"3,5","1,91",2,"1,8","1,83","1,83",ENGLAND - CHAMPIONSHIP,CHAMPIONSHIP,ENGLAND
19.08.2023,14:00,ENGLAND,CHAMPIONSHIP - ROUND 3,Sheffield Wed,Preston,"2,5","3,25","2,88","2,2","1,67","1,91","1,8",ENGLAND - CHAMPIONSHIP,CHAMPIONSHIP,ENGLAND
19.08.2023,14:00,ENGLAND,CHAMPIONSHIP - ROUND 3,Stoke,Watford,"2,5","3,25","2,88","2,2","1,67","1,91","1,8",ENGLAND - CHAMPIONSHIP,CHAMPIONSHIP,ENGLAND
19.08.2023,14:00,ENGLAND,CHAMPIONSHIP - ROUND 3,Sunderland,Rotherham,"1,67","3,75","5,5","1,8","2,05","1,8","1,91",ENGLAND - CHAMPIONSHIP,CHAMPIONSHIP,ENGLAND
19.08.2023,14:00,ENGLAND,CHAMPIONSHIP - ROUND 3,Swansea,Coventry,"2,4","3,4",3,"1,93","1,93","1,67","2,1",ENGLAND - CHAMPIONSHIP,CHAMPIONSHIP,ENGLAND
19.08.2023,11:30,ENGLAND,LEAGUE ONE - ROUND 4,Bolton,Wigan,"1,75","3,8","4,5","1,93","1,93","1,8","1,95",ENGLAND - LEAGUE ONE,LEAGUE ONE,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE ONE - ROUND 4,Barnsley,Oxford Utd,"2,1","3,4","3,5","1,98","1,88","1,75",2,ENGLAND - LEAGUE ONE,LEAGUE ONE,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE ONE - ROUND 4,Blackpool,Leyton Orient,"1,7",4,"4,75","1,8",2,"1,8","1,95",ENGLAND - LEAGUE ONE,LEAGUE ONE,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE ONE - ROUND 4,Cambridge Utd,Bristol Rovers,"2,8","3,4","2,5","2,03","1,83","1,75",2,ENGLAND - LEAGUE ONE,LEAGUE ONE,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE ONE - ROUND 4,Carlisle,Exeter,"2,63","3,3","2,7","2,08","1,73","1,91","1,91",ENGLAND - LEAGUE ONE,LEAGUE ONE,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE ONE - ROUND 4,Charlton,Port Vale,"1,95","3,6","3,8","1,93","1,93","1,75",2,ENGLAND - LEAGUE ONE,LEAGUE ONE,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE ONE - ROUND 4,Derby,Fleetwood,"1,55","4,33","5,75","1,85",2,"1,95","1,8",ENGLAND - LEAGUE ONE,LEAGUE ONE,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE ONE - ROUND 4,Northampton,Peterborough,"3,6","3,3","2,1","1,88","1,98","1,7","2,05",ENGLAND - LEAGUE ONE,LEAGUE ONE,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE ONE - ROUND 4,Portsmouth,Cheltenham,"1,5",4,"7,5","1,88","1,98",2,"1,75",ENGLAND - LEAGUE ONE,LEAGUE ONE,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE ONE - ROUND 4,Reading,Stevenage,"2,55","3,25","2,8","2,1","1,7","1,8","1,95",ENGLAND - LEAGUE ONE,LEAGUE ONE,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE ONE - ROUND 4,Shrewsbury,Lincoln,"2,6","3,2","2,8","2,25","1,62","1,95","1,8",ENGLAND - LEAGUE ONE,LEAGUE ONE,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE ONE - ROUND 4,Wycombe,Burton,"1,91","3,5","4,2","1,88","1,98","1,75",2,ENGLAND - LEAGUE ONE,LEAGUE ONE,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE TWO - ROUND 4,Accrington,Harrogate,"2,1","3,5","3,5",2,"1,85","1,8","1,91",ENGLAND - LEAGUE TWO,LEAGUE TWO,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE TWO - ROUND 4,Colchester,MK Dons,"2,75","3,3","2,6","2,05","1,75","1,8","1,91",ENGLAND - LEAGUE TWO,LEAGUE TWO,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE TWO - ROUND 4,Crawley,Gillingham,3,"3,2","2,5","2,25","1,62","1,83","1,83",ENGLAND - LEAGUE TWO,LEAGUE TWO,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE TWO - ROUND 4,Crewe,Walsall,"2,7","3,4","2,6",2,"1,85","1,73",2,ENGLAND - LEAGUE TWO,LEAGUE TWO,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE TWO - ROUND 4,Doncaster,Notts Co,"4,33","3,75","1,83","1,7","2,1","1,62","2,2",ENGLAND - LEAGUE TWO,LEAGUE TWO,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE TWO - ROUND 4,Forest Green,Newport,"2,63","3,3","2,75",2,"1,85","1,73",2,ENGLAND - LEAGUE TWO,LEAGUE TWO,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE TWO - ROUND 4,Grimsby,Mansfield,"3,25","3,4","2,25","1,98","1,88","1,73",2,ENGLAND - LEAGUE TWO,LEAGUE TWO,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE TWO - ROUND 4,Morecambe,Bradford City,"3,5","3,2","2,15","1,93","1,93","1,67","2,1",ENGLAND - LEAGUE TWO,LEAGUE TWO,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE TWO - ROUND 4,Stockport County,Barrow,"1,73","3,75",5,"2,15","1,73",2,"1,73",ENGLAND - LEAGUE TWO,LEAGUE TWO,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE TWO - ROUND 4,Sutton,AFC Wimbledon,"2,38","3,2","3,1","2,15","1,67","1,83","1,83",ENGLAND - LEAGUE TWO,LEAGUE TWO,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE TWO - ROUND 4,Tranmere,Salford,"2,9","3,3","2,5","2,05","1,75","1,8","1,91",ENGLAND - LEAGUE TWO,LEAGUE TWO,ENGLAND
19.08.2023,14:00,ENGLAND,LEAGUE TWO - ROUND 4,Wrexham,Swindon,"1,57","4,2","5,5","1,67","2,15","1,73",2,ENGLAND - LEAGUE TWO,LEAGUE TWO,ENGLAND
19.08.2023,14:00,ESTONIA,MEISTRILIIGA - ROUND 24,Paide,Tammeka,"1,57","4,2","5,5","1,67","2,15","1,73",2,ESTONIA - MEISTRILIIGA,MEISTRILIIGA,ESTONIA
19.08.2023,16:00,ESTONIA,MEISTRILIIGA - ROUND 24,Parnu JK Vaprus,Kalju,"1,57","4,2","5,5","1,67","2,15","1,73",2,ESTONIA - MEISTRILIIGA,MEISTRILIIGA,ESTONIA
19.08.2023,14:30,EUROPE,PREMIER LEAGUE (CRIMEA) - ROUND 16,Kyzyltash,Chernomorets Sevastopol,"1,57","4,2","5,5","1,67","2,15","1,73",2,EUROPE - PREMIER LEAGUE (CRIMEA),PREMIER LEAGUE (CRIMEA),EUROPE
19.08.2023,14:30,EUROPE,PREMIER LEAGUE (CRIMEA) - ROUND 16,TSK Simferopol,Alushta,"1,57","4,2","5,5","1,67","2,15","1,73",2,EUROPE - PREMIER LEAGUE (CRIMEA),PREMIER LEAGUE (CRIMEA),EUROPE
19.08.2023,16:00,EUROPE,PREMIER LEAGUE (CRIMEA) - ROUND 16,Sparta-KT,Ocean Kerch,"1,57","4,2","5,5","1,67","2,15","1,73",2,EUROPE - PREMIER LEAGUE (CRIMEA),PREMIER LEAGUE (CRIMEA),EUROPE
19.08.2023,17:00,FAROE ISLANDS,PREMIER LEAGUE - ROUND 19,HB Torshavn,IF Fuglafjordur,"1,57","4,2","5,5","1,67","2,15","1,73",2,FAROE ISLANDS - PREMIER LEAGUE,PREMIER LEAGUE,FAROE ISLANDS
19.08.2023,14:00,FINLAND,VEIKKAUSLIIGA,AC Oulu,Ilves,"2,15","3,1","3,1","2,08","1,73","1,8","1,95",FINLAND,,FINLAND
19.08.2023,13:00,FINLAND,YKKONEN,KaPa,TPS,6,"4,2","1,45","1,48","2,6","1,62","2,2",FINLAND,,FINLAND
19.08.2023,13:00,FINLAND,YKKONEN,SJK Akatemia,JaPS,"1,85","3,6","3,6","1,44","2,7","1,4","2,75",FINLAND,,FINLAND
19.08.2023,15:30,FINLAND,YKKONEN,SalPa,KPV Kokkola,"1,95","3,5","3,4","1,95","1,9","1,8","1,91",FINLAND,,FINLAND
19.08.2023,11:00,FINLAND,KANSALLINEN LIIGA WOMEN,HJK W,ONS Oulu W,"1,95","3,5","3,4","1,95","1,9","1,8","1,91",FINLAND,,FINLAND
19.08.2023,11:00,FINLAND,KANSALLINEN LIIGA WOMEN,KuPS W,Ilves W,"1,95","3,5","3,4","1,95","1,9","1,8","1,91",FINLAND,,FINLAND
19.08.2023,11:00,FINLAND,KANSALLINEN LIIGA WOMEN,PK-35 Helsinki W,PK-35 Vantaa W,"1,95","3,5","3,4","1,95","1,9","1,8","1,91",FINLAND,,FINLAND
19.08.2023,13:30,FINLAND,KANSALLINEN LIIGA WOMEN,Aland Utd W,TPS W,"1,95","3,5","3,4","1,95","1,9","1,8","1,91",FINLAND,,FINLAND
19.08.2023,14:00,FINLAND,KANSALLINEN LIIGA WOMEN,HPS W,Honka W,"1,95","3,5","3,4","1,95","1,9","1,8","1,91",FINLAND,,FINLAND
19.08.2023,13:00,FRANCE,LIGUE 2 - ROUND 3,Angers,Auxerre,"2,88","3,3","2,45","2,05","1,75","1,8","1,91",FRANCE - LIGUE 2,LIGUE 2,FRANCE
19.08.2023,17:00,FRANCE,LIGUE 2 - ROUND 3,Amiens,Bastia,"2,5","3,2","2,8","2,1","1,7","1,83","1,83",FRANCE - LIGUE 2,LIGUE 2,FRANCE
19.08.2023,17:00,FRANCE,LIGUE 2 - ROUND 3,Annecy,Dunkerque,"2,7","3,2","2,63","2,15","1,67","1,83","1,83",FRANCE - LIGUE 2,LIGUE 2,FRANCE
19.08.2023,17:00,FRANCE,LIGUE 2 - ROUND 3,Concarneau,Caen,"3,2","3,3","2,2","2,05","1,75","1,83","1,83",FRANCE - LIGUE 2,LIGUE 2,FRANCE
19.08.2023,17:00,FRANCE,LIGUE 2 - ROUND 3,Grenoble,Troyes,"2,3","3,3",3,"2,05","1,75","1,83","1,83",FRANCE - LIGUE 2,LIGUE 2,FRANCE
19.08.2023,17:00,FRANCE,LIGUE 2 - ROUND 3,Laval,Rodez,2,"3,3","3,75","2,15","1,67","1,91","1,8",FRANCE - LIGUE 2,LIGUE 2,FRANCE
19.08.2023,17:00,FRANCE,LIGUE 2 - ROUND 3,Pau FC,Paris FC,"2,45","3,2","2,9","2,05","1,75","1,8","1,91",FRANCE - LIGUE 2,LIGUE 2,FRANCE
19.08.2023,17:00,FRANCE,LIGUE 2 - ROUND 3,St Etienne,Quevilly Rouen,"1,7","3,75",5,"1,83","2,03","1,8","1,91",FRANCE - LIGUE 2,LIGUE 2,FRANCE
19.08.2023,17:00,FRANCE,LIGUE 2 - ROUND 3,Valenciennes,Guingamp,"3,4","3,3","2,15","2,1","1,78","1,8","1,91",FRANCE - LIGUE 2,LIGUE 2,FRANCE
19.08.2023,16:00,GEORGIA,CRYSTALBET EROVNULI LIGA - ROUND 22,Dinamo Tbilisi,Samgurali,"3,4","3,3","2,15","2,1","1,78","1,8","1,91",GEORGIA - CRYSTALBET EROVNULI LIGA,CRYSTALBET EROVNULI LIGA,GEORGIA
