Date,Time,Country,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,Odd_BTTS_No,Country_League,ROUND,Liga
19.08.2023,17:00,GEORGIA,CRYSTALBET EROVNULI LIGA - ROUND 22,Dinamo Batumi,Samtredia,"3,4","3,3","2,15","2,1","1,78","1,8","1,91",GEORGIA - CRYSTALBET EROVNULI LIGA,CRYSTALBET EROVNULI LIGA,GEORGIA
19.08.2023,11:00,GERMANY,2. BUNDESLIGA - ROUND 3,Dusseldorf,Paderborn,"2,2","3,5","3,2","1,6","2,3","1,5","2,5",GERMANY - 2. BUNDESLIGA,2. BUNDESLIGA,GERMANY
19.08.2023,11:00,GERMANY,2. BUNDESLIGA - ROUND 3,Greuther Furth,St. Pauli,"2,6","3,4","2,7","1,75","2,05","1,62","2,2",GERMANY - 2. BUNDESLIGA,2. BUNDESLIGA,GERMANY
19.08.2023,11:00,GERMANY,2. BUNDESLIGA - ROUND 3,Hansa Rostock,Hannover,"2,63","3,4","2,7","1,83","2,03","1,62","2,2",GERMANY - 2. BUNDESLIGA,2. BUNDESLIGA,GERMANY
19.08.2023,18:30,GERMANY,2. BUNDESLIGA - ROUND 3,Hamburger SV,Hertha Berlin,"1,83",4,4,"1,48","2,6","1,5","2,5",GERMANY - 2. BUNDESLIGA,2. BUNDESLIGA,GERMANY
19.08.2023,12:00,GERMANY,3. LIGA - ROUND 2,Arminia Bielefeld,Preussen Munster,"1,83",4,4,"1,48","2,6","1,5","2,5",GERMANY - 3. LIGA,3. LIGA,GERMANY
19.08.2023,12:00,GERMANY,3. LIGA - ROUND 2,Duisburg,Munich 1860,"1,83",4,4,"1,48","2,6","1,5","2,5",GERMANY - 3. LIGA,3. LIGA,GERMANY
19.08.2023,12:00,GERMANY,3. LIGA - ROUND 2,Ingolstadt,Hallescher,"1,83",4,4,"1,48","2,6","1,5","2,5",GERMANY - 3. LIGA,3. LIGA,GERMANY
19.08.2023,12:00,GERMANY,3. LIGA - ROUND 2,Saarbrucken,Viktoria Koln,"1,83",4,4,"1,48","2,6","1,5","2,5",GERMANY - 3. LIGA,3. LIGA,GERMANY
19.08.2023,12:00,GERMANY,3. LIGA - ROUND 2,Unterhaching,Ulm,"1,83",4,4,"1,48","2,6","1,5","2,5",GERMANY - 3. LIGA,3. LIGA,GERMANY
19.08.2023,14:30,GERMANY,3. LIGA - ROUND 2,Mannheim,Lubeck,"1,83",4,4,"1,48","2,6","1,5","2,5",GERMANY - 3. LIGA,3. LIGA,GERMANY
19.08.2023,17:00,GREECE,SUPER LEAGUE - ROUND 1,Giannina,Kifisias,"2,25","3,1","3,5","2,35","1,57",2,"1,75",GREECE - SUPER LEAGUE,SUPER LEAGUE,GREECE
19.08.2023,17:00,GUATEMALA,LIGA NACIONAL - APERTURA - ROUND 4,Coban Imperial,Xelaju,"2,25","3,1","3,5","2,35","1,57",2,"1,75",GUATEMALA - LIGA NACIONAL - APERTURA,APERTURA,GUATEMALA - LIGA NACIONAL
19.08.2023,18:00,GUATEMALA,LIGA NACIONAL - APERTURA - ROUND 4,Coatepeque,Comunicaciones,"2,25","3,1","3,5","2,35","1,57",2,"1,75",GUATEMALA - LIGA NACIONAL - APERTURA,APERTURA,GUATEMALA - LIGA NACIONAL
19.08.2023,20:00,GUATEMALA,LIGA NACIONAL - APERTURA - ROUND 4,Municipal,Deportivo Mixco,"2,25","3,1","3,5","2,35","1,57",2,"1,75",GUATEMALA - LIGA NACIONAL - APERTURA,APERTURA,GUATEMALA - LIGA NACIONAL
19.08.2023,22:00,GUATEMALA,LIGA NACIONAL - APERTURA - ROUND 4,Deportivo Achuapa,Guastatoya,"2,25","3,1","3,5","2,35","1,57",2,"1,75",GUATEMALA - LIGA NACIONAL - APERTURA,APERTURA,GUATEMALA - LIGA NACIONAL
19.08.2023,21:00,HONDURAS,LIGA NACIONAL - APERTURA - ROUND 4,Marathon,Real Espana,"2,25","3,1","3,5","2,35","1,57",2,"1,75",HONDURAS - LIGA NACIONAL - APERTURA,APERTURA,HONDURAS - LIGA NACIONAL
19.08.2023,23:00,HONDURAS,LIGA NACIONAL - APERTURA - ROUND 4,UPNFM,Genesis,"2,25","3,1","3,5","2,35","1,57",2,"1,75",HONDURAS - LIGA NACIONAL - APERTURA,APERTURA,HONDURAS - LIGA NACIONAL
19.08.2023,08:00,HONG KONG,PREMIER LEAGUE - ROUND 1,Kitchee,Tai Po,"2,25","3,1","3,5","2,35","1,57",2,"1,75",HONG KONG - PREMIER LEAGUE,PREMIER LEAGUE,HONG KONG
19.08.2023,10:30,HONG KONG,PREMIER LEAGUE - ROUND 1,Resources Capital,North District,"2,25","3,1","3,5","2,35","1,57",2,"1,75",HONG KONG - PREMIER LEAGUE,PREMIER LEAGUE,HONG KONG
19.08.2023,15:45,HUNGARY,OTP BANK LIGA - ROUND 4,MTK Budapest,Kecskemeti TE,"2,5","3,4","2,8","1,9","1,95","1,67","2,1",HUNGARY - OTP BANK LIGA,OTP BANK LIGA,HUNGARY
19.08.2023,18:00,HUNGARY,OTP BANK LIGA - ROUND 4,Paks,Ujpest,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",HUNGARY - OTP BANK LIGA,OTP BANK LIGA,HUNGARY
19.08.2023,15:30,HUNGARY,MERKANTIL BANK LIGA - ROUND 5,BVSC-Zuglo,Szeged,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",HUNGARY - MERKANTIL BANK LIGA,MERKANTIL BANK LIGA,HUNGARY
19.08.2023,15:30,HUNGARY,MERKANTIL BANK LIGA - ROUND 5,Gyirmot,Mosonmagyarovari TE,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",HUNGARY - MERKANTIL BANK LIGA,MERKANTIL BANK LIGA,HUNGARY
19.08.2023,15:30,HUNGARY,MERKANTIL BANK LIGA - ROUND 5,Nyiregyhaza,Gyor,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",HUNGARY - MERKANTIL BANK LIGA,MERKANTIL BANK LIGA,HUNGARY
19.08.2023,17:00,HUNGARY,MERKANTIL BANK LIGA - ROUND 5,Ajka,Pecsi MFC,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",HUNGARY - MERKANTIL BANK LIGA,MERKANTIL BANK LIGA,HUNGARY
19.08.2023,17:00,HUNGARY,MERKANTIL BANK LIGA - ROUND 5,Csakvari,Budafoki,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",HUNGARY - MERKANTIL BANK LIGA,MERKANTIL BANK LIGA,HUNGARY
19.08.2023,17:00,HUNGARY,MERKANTIL BANK LIGA - ROUND 5,Kozarmisleny SE,Soroksar,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",HUNGARY - MERKANTIL BANK LIGA,MERKANTIL BANK LIGA,HUNGARY
19.08.2023,17:00,HUNGARY,MERKANTIL BANK LIGA - ROUND 5,Siofok,Honved,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",HUNGARY - MERKANTIL BANK LIGA,MERKANTIL BANK LIGA,HUNGARY
19.08.2023,17:00,HUNGARY,MERKANTIL BANK LIGA - ROUND 5,Tiszakecske,Haladas,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",HUNGARY - MERKANTIL BANK LIGA,MERKANTIL BANK LIGA,HUNGARY
19.08.2023,17:00,HUNGARY,MERKANTIL BANK LIGA - ROUND 5,Vasas,Kazincbarcikai,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",HUNGARY - MERKANTIL BANK LIGA,MERKANTIL BANK LIGA,HUNGARY
19.08.2023,09:00,INDIA,DURAND CUP,Mumbai City,Indian Navy,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",INDIA,,INDIA
19.08.2023,11:15,INDIA,DURAND CUP,Bodoland FC,Odisha FC,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",INDIA,,INDIA
19.08.2023,08:00,INDONESIA,LIGA 1 - ROUND 9,Persikabo 1973,Madura United,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",INDONESIA - LIGA 1,LIGA 1,INDONESIA
19.08.2023,08:00,INDONESIA,LIGA 1 - ROUND 9,RANS Nusantara,Dewa United,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",INDONESIA - LIGA 1,LIGA 1,INDONESIA
19.08.2023,12:00,INDONESIA,LIGA 1 - ROUND 9,Barito Putera,Persik Kediri,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",INDONESIA - LIGA 1,LIGA 1,INDONESIA
19.08.2023,12:00,INDONESIA,LIGA 1 - ROUND 9,Persis Solo,Bali United,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",INDONESIA - LIGA 1,LIGA 1,INDONESIA
19.08.2023,16:00,IRELAND,NATIONAL LEAGUE WOMEN - ROUND 15,Galway United W,Cork City W,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",IRELAND - NATIONAL LEAGUE WOMEN,NATIONAL LEAGUE WOMEN,IRELAND
19.08.2023,16:00,IRELAND,NATIONAL LEAGUE WOMEN - ROUND 15,Treaty Utd W,Shelbourne W,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",IRELAND - NATIONAL LEAGUE WOMEN,NATIONAL LEAGUE WOMEN,IRELAND
19.08.2023,17:00,IRELAND,NATIONAL LEAGUE WOMEN - ROUND 15,Wexford Youths Football Club W,DLR Waves W,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",IRELAND - NATIONAL LEAGUE WOMEN,NATIONAL LEAGUE WOMEN,IRELAND
19.08.2023,18:00,IRELAND,NATIONAL LEAGUE WOMEN - ROUND 15,Athlone WFC W,Sligo Rovers W,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",IRELAND - NATIONAL LEAGUE WOMEN,NATIONAL LEAGUE WOMEN,IRELAND
19.08.2023,18:35,IRELAND,NATIONAL LEAGUE WOMEN - ROUND 15,Peamount W,Bohemians WFC W,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",IRELAND - NATIONAL LEAGUE WOMEN,NATIONAL LEAGUE WOMEN,IRELAND
19.08.2023,16:30,ISRAEL,TOTO CUP - PLAY OFFS - SEMI-FINALS,Maccabi Petah Tikva,Maccabi Haifa,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",ISRAEL - TOTO CUP - PLAY OFFS,PLAY OFFS,ISRAEL - TOTO CUP
19.08.2023,16:00,ISRAEL,TOTO CUP - PLACEMENT PLAY OFFS - 11TH PLACE,Hapoel Tel Aviv,Hapoel Hadera,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",ISRAEL - TOTO CUP - PLACEMENT PLAY OFFS,PLACEMENT PLAY OFFS,ISRAEL - TOTO CUP
19.08.2023,16:00,ISRAEL,TOTO CUP - PLACEMENT PLAY OFFS - 9TH PLACE,SC Ashdod,Hapoel Haifa,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",ISRAEL - TOTO CUP - PLACEMENT PLAY OFFS,PLACEMENT PLAY OFFS,ISRAEL - TOTO CUP
19.08.2023,17:30,ISRAEL,TOTO CUP - PLACEMENT PLAY OFFS - 5TH PLACE,Hapoel Jerusalem,Beitar Jerusalem,"2,25","3,5","3,1","1,6","2,3","1,5","2,5",ISRAEL - TOTO CUP - PLACEMENT PLAY OFFS,PLACEMENT PLAY OFFS,ISRAEL - TOTO CUP
19.08.2023,18:30,ITALY,SERIE B - ROUND 1,Cosenza,Ascoli,"2,7","3,1","2,8","2,35","1,57",2,"1,75",ITALY - SERIE B,SERIE B,ITALY
19.08.2023,18:30,ITALY,SERIE B - ROUND 1,Cremonese,Catanzaro,"1,95","3,4","3,9","1,98","1,88","1,8","1,95",ITALY - SERIE B,SERIE B,ITALY
19.08.2023,18:30,ITALY,SERIE B - ROUND 1,Ternana,Sampdoria,"3,3","3,3","2,2","2,03","1,83","1,75",2,ITALY - SERIE B,SERIE B,ITALY
19.08.2023,09:00,JAPAN,J1 LEAGUE - ROUND 24,Kashima Antlers,Sagan Tosu,"1,67","3,75","5,5","1,93","1,93","1,8","1,95",JAPAN - J1 LEAGUE,J1 LEAGUE,JAPAN
19.08.2023,10:00,JAPAN,J1 LEAGUE - ROUND 24,Gamba Osaka,Shonan Bellmare,"2,05","3,5","3,5","1,85",2,"1,7","2,05",JAPAN - J1 LEAGUE,J1 LEAGUE,JAPAN
19.08.2023,10:00,JAPAN,J1 LEAGUE - ROUND 24,Kyoto,Hokkaido Consadole Sapporo,"3,1","3,5","2,25","1,6","2,3","1,5","2,5",JAPAN - J1 LEAGUE,J1 LEAGUE,JAPAN
19.08.2023,10:00,JAPAN,J1 LEAGUE - ROUND 24,Sanfrecce Hiroshima,Kawasaki Frontale,"2,45","3,3","2,9","1,93","1,93","1,7","2,05",JAPAN - J1 LEAGUE,J1 LEAGUE,JAPAN
19.08.2023,10:00,JAPAN,J1 LEAGUE - ROUND 24,Vissel Kobe,Kashiwa Reysol,"1,73","3,6",5,"1,88","1,98","1,8","1,95",JAPAN - J1 LEAGUE,J1 LEAGUE,JAPAN
19.08.2023,10:30,JAPAN,J1 LEAGUE - ROUND 24,Yokohama F. Marinos,FC Tokyo,"1,67","4,33","4,5","1,4","2,88","1,44","2,63",JAPAN - J1 LEAGUE,J1 LEAGUE,JAPAN
19.08.2023,09:00,JAPAN,J2 LEAGUE - ROUND 31,Iwaki,Verdy,"3,6","3,3","2,1","2,03","1,83","1,8","1,91",JAPAN - J2 LEAGUE,J2 LEAGUE,JAPAN
19.08.2023,09:00,JAPAN,J2 LEAGUE - ROUND 31,Kofu,Iwata,"3,5","3,4","2,1","1,9","1,95","1,73",2,JAPAN - J2 LEAGUE,J2 LEAGUE,JAPAN
19.08.2023,09:00,JAPAN,J2 LEAGUE - ROUND 31,Mito,Blaublitz,"2,45","3,2",3,"2,4","1,53","2,1","1,67",JAPAN - J2 LEAGUE,J2 LEAGUE,JAPAN
19.08.2023,09:00,JAPAN,J2 LEAGUE - ROUND 31,Shimizu S-Pulse,Machida,"2,1","3,4","3,5","2,03","1,83","1,8","1,91",JAPAN - J2 LEAGUE,J2 LEAGUE,JAPAN
19.08.2023,10:00,JAPAN,J2 LEAGUE - ROUND 31,Chiba,Fujieda MYFC,"1,7","3,75",5,"1,83","2,03","1,8","1,91",JAPAN - J2 LEAGUE,J2 LEAGUE,JAPAN
19.08.2023,10:00,JAPAN,J2 LEAGUE - ROUND 31,Montedio Yamagata,Kumamoto,"2,5","3,4","2,75","1,73","2,08","1,57","2,25",JAPAN - J2 LEAGUE,J2 LEAGUE,JAPAN
19.08.2023,10:00,JAPAN,J2 LEAGUE - ROUND 31,Okayama,Oita Trinita,"2,5","3,4","2,75","2,1","1,7","1,83","1,83",JAPAN - J2 LEAGUE,J2 LEAGUE,JAPAN
19.08.2023,10:00,JAPAN,J2 LEAGUE - ROUND 31,V-Varen Nagasaki,Tochigi SC,"2,3","3,2","3,3","2,35","1,57",2,"1,73",JAPAN - J2 LEAGUE,J2 LEAGUE,JAPAN
19.08.2023,10:00,JAPAN,J2 LEAGUE - ROUND 31,Vegalta Sendai,Omiya Ardija,2,"3,4","3,75","1,85",2,"1,67","2,1",JAPAN - J2 LEAGUE,J2 LEAGUE,JAPAN
19.08.2023,18:30,JORDAN,PREMIER LEAGUE - ROUND 3,Shabab Al Ordon,Al Salt,2,"3,4","3,75","1,85",2,"1,67","2,1",JORDAN - PREMIER LEAGUE,PREMIER LEAGUE,JORDAN
19.08.2023,11:00,KAZAKHSTAN,PREMIER LEAGUE - ROUND 20,Shakhter Karagandy,Okzhetpes,2,"3,4","3,75","1,85",2,"1,67","2,1",KAZAKHSTAN - PREMIER LEAGUE,PREMIER LEAGUE,KAZAKHSTAN
19.08.2023,13:00,KAZAKHSTAN,PREMIER LEAGUE - ROUND 20,Kaspij Aktau,Kyzylzhar,2,"3,4","3,75","1,85",2,"1,67","2,1",KAZAKHSTAN - PREMIER LEAGUE,PREMIER LEAGUE,KAZAKHSTAN
19.08.2023,15:00,KAZAKHSTAN,PREMIER LEAGUE - ROUND 20,Aksu,Atyrau,2,"3,4","3,75","1,85",2,"1,67","2,1",KAZAKHSTAN - PREMIER LEAGUE,PREMIER LEAGUE,KAZAKHSTAN
19.08.2023,15:00,KOSOVO,SUPERLIGA - ROUND 2,Gjilani,Prishtina,2,"3,4","3,75","1,85",2,"1,67","2,1",KOSOVO - SUPERLIGA,SUPERLIGA,KOSOVO
19.08.2023,15:00,KOSOVO,SUPERLIGA - ROUND 2,Liria,Drita,2,"3,4","3,75","1,85",2,"1,67","2,1",KOSOVO - SUPERLIGA,SUPERLIGA,KOSOVO
19.08.2023,15:00,KOSOVO,SUPERLIGA - ROUND 2,Malisheva,Fushe Kosova,2,"3,4","3,75","1,85",2,"1,67","2,1",KOSOVO - SUPERLIGA,SUPERLIGA,KOSOVO
19.08.2023,13:30,LEBANON,PREMIER LEAGUE - ROUND 3,Al Hikma,Safa,2,"3,4","3,75","1,85",2,"1,67","2,1",LEBANON - PREMIER LEAGUE,PREMIER LEAGUE,LEBANON
19.08.2023,14:00,LEBANON,PREMIER LEAGUE - ROUND 3,Tadamon,Nejmeh SC,2,"3,4","3,75","1,85",2,"1,67","2,1",LEBANON - PREMIER LEAGUE,PREMIER LEAGUE,LEBANON
19.08.2023,13:00,LITHUANIA,A LYGA - ROUND 27,Dziugas Telsiai,FK Panevezys,2,"3,4","3,75","1,85",2,"1,67","2,1",LITHUANIA - A LYGA,A LYGA,LITHUANIA
19.08.2023,15:00,LITHUANIA,A LYGA - ROUND 27,Banga,Siauliai FA,2,"3,4","3,75","1,85",2,"1,67","2,1",LITHUANIA - A LYGA,A LYGA,LITHUANIA
19.08.2023,12:30,MALAWI,SUPER LEAGUE - ROUND 18,Blue Eagles,Moyale Barracks,2,"3,4","3,75","1,85",2,"1,67","2,1",MALAWI - SUPER LEAGUE,SUPER LEAGUE,MALAWI
19.08.2023,12:30,MALAWI,SUPER LEAGUE - ROUND 18,Chitipa United,Mighty Wanderers,2,"3,4","3,75","1,85",2,"1,67","2,1",MALAWI - SUPER LEAGUE,SUPER LEAGUE,MALAWI
19.08.2023,12:30,MALAWI,SUPER LEAGUE - ROUND 18,Kamuzu Barracks,Civo Utd,2,"3,4","3,75","1,85",2,"1,67","2,1",MALAWI - SUPER LEAGUE,SUPER LEAGUE,MALAWI
19.08.2023,12:30,MALAWI,SUPER LEAGUE - ROUND 18,Mighty Tigers,Dedza Dynamos,2,"3,4","3,75","1,85",2,"1,67","2,1",MALAWI - SUPER LEAGUE,SUPER LEAGUE,MALAWI
19.08.2023,09:30,MALAYSIA,MALAYSIA CUP - 1/8-FINALS,Selangor,PDRM FC,2,"3,4","3,75","1,85",2,"1,67","2,1",MALAYSIA - MALAYSIA CUP,MALAYSIA CUP,MALAYSIA
19.08.2023,12:15,MALAYSIA,MALAYSIA CUP - 1/8-FINALS,Sabah,Kuching City FC,2,"3,4","3,75","1,85",2,"1,67","2,1",MALAYSIA - MALAYSIA CUP,MALAYSIA CUP,MALAYSIA
19.08.2023,13:00,MALAYSIA,MALAYSIA CUP - 1/8-FINALS,Johor DT,Kelantan,2,"3,4","3,75","1,85",2,"1,67","2,1",MALAYSIA - MALAYSIA CUP,MALAYSIA CUP,MALAYSIA
19.08.2023,01:06,MEXICO,LIGA MX - APERTURA - ROUND 4,Club Leon,Mazatlan FC,"1,33",5,"9,5","1,5","2,5","1,75",2,MEXICO - LIGA MX - APERTURA,APERTURA,MEXICO - LIGA MX
19.08.2023,03:00,MEXICO,LIGA MX - APERTURA - ROUND 4,U.N.A.M.- Pumas,Toluca,"2,6","3,5","2,6","1,57","2,35","1,5","2,5",MEXICO - LIGA MX - APERTURA,APERTURA,MEXICO - LIGA MX
19.08.2023,03:06,MEXICO,LIGA MX - APERTURA - ROUND 4,Puebla,Atl. San Luis,"2,25","3,5","3,1","1,6","2,3","1,53","2,38",MEXICO - LIGA MX - APERTURA,APERTURA,MEXICO - LIGA MX
19.08.2023,03:10,MEXICO,LIGA MX - APERTURA - ROUND 4,Juarez,Guadalajara Chivas,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",MEXICO - LIGA MX - APERTURA,APERTURA,MEXICO - LIGA MX
19.08.2023,23:05,MEXICO,LIGA DE EXPANSION MX - APERTURA - ROUND 2,Celaya,Tepatitlan de Morelos,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",MEXICO - LIGA DE EXPANSION MX - APERTURA,APERTURA,MEXICO - LIGA DE EXPANSION MX
19.08.2023,01:00,MEXICO,LIGA MX WOMEN - APERTURA - ROUND 6,Club America W,Cruz Azul W,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",MEXICO - LIGA MX WOMEN - APERTURA,APERTURA,MEXICO - LIGA MX WOMEN
19.08.2023,15:00,MOLDOVA,SUPER LIGA - ROUND 3,Zimbru Chisinau,Sparta Selemet,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",MOLDOVA - SUPER LIGA,SUPER LIGA,MOLDOVA
19.08.2023,17:00,MOLDOVA,SUPER LIGA - ROUND 3,Petrocub,Milsami,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",MOLDOVA - SUPER LIGA,SUPER LIGA,MOLDOVA
19.08.2023,12:30,MOZAMBIQUE,MOCAMBOLA - ROUND 15,Baia de Pemba,Ferroviario Nacala,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",MOZAMBIQUE - MOCAMBOLA,MOCAMBOLA,MOZAMBIQUE
19.08.2023,12:30,MOZAMBIQUE,MOCAMBOLA - ROUND 15,Black Bulls,Ferroviario Quelimane,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",MOZAMBIQUE - MOCAMBOLA,MOCAMBOLA,MOZAMBIQUE
19.08.2023,12:30,NETHERLANDS,TWEEDE DIVISIE - ROUND 1,ACV Assen,Jong Sparta Rotterdam,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NETHERLANDS - TWEEDE DIVISIE,TWEEDE DIVISIE,NETHERLANDS
19.08.2023,12:30,NETHERLANDS,TWEEDE DIVISIE - ROUND 1,Excelsior Maassluis,Hardenberg,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NETHERLANDS - TWEEDE DIVISIE,TWEEDE DIVISIE,NETHERLANDS
19.08.2023,12:30,NETHERLANDS,TWEEDE DIVISIE - ROUND 1,Scheveningen,Spakenburg,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NETHERLANDS - TWEEDE DIVISIE,TWEEDE DIVISIE,NETHERLANDS
19.08.2023,13:00,NETHERLANDS,TWEEDE DIVISIE - ROUND 1,ADO 20 Heemskerk,GVVV,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NETHERLANDS - TWEEDE DIVISIE,TWEEDE DIVISIE,NETHERLANDS
19.08.2023,13:00,NETHERLANDS,TWEEDE DIVISIE - ROUND 1,AFC,Jong Almere City,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NETHERLANDS - TWEEDE DIVISIE,TWEEDE DIVISIE,NETHERLANDS
19.08.2023,13:00,NETHERLANDS,TWEEDE DIVISIE - ROUND 1,Rijnsburgse Boys,Kozakken Boys,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NETHERLANDS - TWEEDE DIVISIE,TWEEDE DIVISIE,NETHERLANDS
19.08.2023,13:30,NETHERLANDS,TWEEDE DIVISIE - ROUND 1,HFC,Noordwijk,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NETHERLANDS - TWEEDE DIVISIE,TWEEDE DIVISIE,NETHERLANDS
19.08.2023,13:30,NETHERLANDS,TWEEDE DIVISIE - ROUND 1,Katwijk,Lisse,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NETHERLANDS - TWEEDE DIVISIE,TWEEDE DIVISIE,NETHERLANDS
19.08.2023,16:00,NETHERLANDS,TWEEDE DIVISIE - ROUND 1,De Treffers,Quick Boys,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NETHERLANDS - TWEEDE DIVISIE,TWEEDE DIVISIE,NETHERLANDS
19.08.2023,01:00,NICARAGUA,LIGA PRIMERA - APERTURA - ROUND 4,Esteli,Sport Sebaco,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NICARAGUA - LIGA PRIMERA - APERTURA,APERTURA,NICARAGUA - LIGA PRIMERA
19.08.2023,22:00,NORTH & CENTRAL AMERICA,LEAGUES CUP - PLAY OFFS - 3RD PLACE,Philadelphia Union,Monterrey,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NORTH & CENTRAL AMERICA - LEAGUES CUP - PLAY OFFS,PLAY OFFS,NORTH & CENTRAL AMERICA - LEAGUES CUP
19.08.2023,14:00,NORTHERN IRELAND,NIFL PREMIERSHIP - ROUND 4,Cliftonville,Carrick Rangers,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NORTHERN IRELAND - NIFL PREMIERSHIP,NIFL PREMIERSHIP,NORTHERN IRELAND
19.08.2023,14:00,NORTHERN IRELAND,NIFL PREMIERSHIP - ROUND 4,Coleraine,Larne,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NORTHERN IRELAND - NIFL PREMIERSHIP,NIFL PREMIERSHIP,NORTHERN IRELAND
19.08.2023,14:00,NORTHERN IRELAND,NIFL PREMIERSHIP - ROUND 4,Dungannon,Loughgall,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NORTHERN IRELAND - NIFL PREMIERSHIP,NIFL PREMIERSHIP,NORTHERN IRELAND
19.08.2023,14:00,NORTHERN IRELAND,NIFL PREMIERSHIP - ROUND 4,Glenavon,Newry City,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NORTHERN IRELAND - NIFL PREMIERSHIP,NIFL PREMIERSHIP,NORTHERN IRELAND
19.08.2023,14:00,NORTHERN IRELAND,NIFL PREMIERSHIP - ROUND 4,Glentoran,Crusaders,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NORTHERN IRELAND - NIFL PREMIERSHIP,NIFL PREMIERSHIP,NORTHERN IRELAND
19.08.2023,14:00,NORTHERN IRELAND,NIFL CHAMPIONSHIP - ROUND 3,Annagh,Ards,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NORTHERN IRELAND - NIFL CHAMPIONSHIP,NIFL CHAMPIONSHIP,NORTHERN IRELAND
19.08.2023,14:00,NORTHERN IRELAND,NIFL CHAMPIONSHIP - ROUND 3,Ballinamallard,Knockbreda,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NORTHERN IRELAND - NIFL CHAMPIONSHIP,NIFL CHAMPIONSHIP,NORTHERN IRELAND
19.08.2023,14:00,NORTHERN IRELAND,NIFL CHAMPIONSHIP - ROUND 3,Ballyclare,Portadown,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NORTHERN IRELAND - NIFL CHAMPIONSHIP,NIFL CHAMPIONSHIP,NORTHERN IRELAND
19.08.2023,14:00,NORTHERN IRELAND,NIFL CHAMPIONSHIP - ROUND 3,H&W Welders,Dergview,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NORTHERN IRELAND - NIFL CHAMPIONSHIP,NIFL CHAMPIONSHIP,NORTHERN IRELAND
19.08.2023,14:00,NORTHERN IRELAND,NIFL CHAMPIONSHIP - ROUND 3,Institute,Newington,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NORTHERN IRELAND - NIFL CHAMPIONSHIP,NIFL CHAMPIONSHIP,NORTHERN IRELAND
19.08.2023,14:00,NORTHERN IRELAND,IRISH LEAGUE CUP - 1/32-FINALS,Banbridge,Coagh Utd,"2,7","3,25","2,7","2,25","1,62","1,95","1,8",NORTHERN IRELAND - IRISH LEAGUE CUP,IRISH LEAGUE CUP,NORTHERN IRELAND
